fold,vowel,network,feature_idx,mu,lambda,gc,gct,selected
1,2,master,8,0.094454,0.894976,-0.800522,-0.010570,1
1,2,master,9,0.001703,0.977650,-0.975946,-0.020647,1
1,2,master,10,0.013507,0.961567,-0.948060,-0.024926,1
1,2,master,11,0.034877,0.839522,-0.804645,-0.125601,1
1,2,master,12,0.002610,0.971032,-0.968422,-0.026358,1
1,2,master,13,0.004628,0.996159,-0.991531,0.000787,1
1,2,master,14,0.007617,0.975327,-0.967709,-0.017056,1
1,2,master,15,0.007282,0.905697,-0.898415,-0.087022,1
1,2,master,16,0.069422,0.893203,-0.823782,-0.037375,1
1,2,master,17,0.017078,0.820369,-0.803291,-0.162553,1
1,2,master,18,0.012150,0.899832,-0.887681,-0.088018,1
1,2,master,19,0.012036,0.977353,-0.965317,-0.010611,1
1,2,master,20,0.007614,0.970683,-0.963070,-0.021703,1
1,2,master,21,0.009988,0.983405,-0.973417,-0.006607,1
1,2,master,22,0.006294,0.980878,-0.974584,-0.012828,1
1,2,master,23,0.006644,0.980409,-0.973765,-0.012947,1
1,2,master,24,0.002073,0.997116,-0.995043,-0.000810,1
1,2,master,25,0.022362,0.988202,-0.965841,0.010564,1
1,2,master,26,0.028198,0.985763,-0.957565,0.013961,1
1,2,master,27,0.000322,0.989491,-0.989169,-0.010187,1
1,2,master,28,0.018136,0.970824,-0.952688,-0.011039,1
1,2,master,29,0.001310,0.988482,-0.987172,-0.010207,1
1,2,master,30,0.000049,0.998091,-0.998041,-0.001860,1
1,2,master,31,0.008656,0.958676,-0.950020,-0.032669,1
1,2,master,32,0.019215,0.932277,-0.913062,-0.048508,1
1,2,master,33,0.020143,0.890116,-0.869973,-0.089742,1
1,2,master,34,0.039474,0.946257,-0.906783,-0.014269,1
1,2,master,35,0.023637,0.924332,-0.900695,-0.052030,1
1,2,master,36,0.018214,0.944111,-0.925897,-0.037675,1
1,2,master,37,0.020821,0.944618,-0.923798,-0.034561,1
1,2,master,38,0.018833,0.968155,-0.949322,-0.013013,1
1,2,master,39,0.017614,0.949230,-0.931615,-0.033156,1
1,2,master,40,0.014409,0.937311,-0.922901,-0.048280,1
1,2,master,41,0.037965,0.913100,-0.875134,-0.048935,1
1,2,master,42,0.023323,0.937048,-0.913725,-0.039628,1
1,2,master,43,0.027713,0.965839,-0.938126,-0.006449,1
1,2,master,44,0.012824,0.949155,-0.936331,-0.038021,1
1,2,master,45,0.016978,0.968701,-0.951723,-0.014321,1
1,2,master,46,0.015200,0.928527,-0.913327,-0.056273,1
1,2,master,47,0.037718,0.961750,-0.924033,-0.000532,1
1,2,master,48,0.013585,0.949647,-0.936062,-0.036768,1
1,2,master,49,0.016026,0.951912,-0.935885,-0.032062,1
1,2,master,50,0.019841,0.949582,-0.929742,-0.030577,1
1,2,master,51,0.020413,0.966592,-0.946180,-0.012995,1
1,2,master,52,0.017224,0.954852,-0.937629,-0.027924,1
1,2,master,53,0.012840,0.939795,-0.926955,-0.047365,1
1,2,master,54,0.029382,0.919339,-0.889957,-0.051278,1
1,2,master,55,0.019903,0.928642,-0.908740,-0.051455,1
1,2,master,56,0.027273,0.967127,-0.939855,-0.005600,1
1,2,master,57,0.011292,0.961563,-0.950271,-0.027144,1
1,2,master,58,0.031614,0.971692,-0.940078,0.003306,1
1,2,master,59,0.004415,0.976658,-0.972244,-0.018927,1
1,2,master,60,0.004140,0.977514,-0.973374,-0.018347,1
1,2,master,61,0.001911,0.500000,-0.498089,-0.498089,1
1,2,master,62,0.001911,0.500041,-0.498130,-0.498049,1
1,2,master,63,0.008342,0.940017,-0.931675,-0.051641,1
1,2,master,64,0.000413,0.997263,-0.996850,-0.002324,1
1,2,master,65,0.000312,0.978332,-0.978019,-0.021356,1
1,2,master,66,0.000295,0.904209,-0.903914,-0.095496,1
1,2,master,67,0.001058,0.770817,-0.769758,-0.228125,1
1,2,master,68,0.001087,0.991078,-0.989992,-0.007835,1
1,2,master,69,0.000055,0.954823,-0.954768,-0.045122,1
1,2,master,70,0.000307,0.907516,-0.907209,-0.092177,1
1,2,master,71,0.012241,0.832637,-0.820396,-0.155122,1
1,2,master,72,0.008135,0.877418,-0.869283,-0.114447,1
1,2,master,73,0.000229,0.935312,-0.935082,-0.064459,1
1,2,master,74,0.001457,0.891768,-0.890311,-0.106775,1
1,2,master,75,0.000639,0.931044,-0.930405,-0.068318,1
1,2,master,76,0.001309,0.977427,-0.976118,-0.021263,1
1,2,master,77,0.012241,0.832637,-0.820396,-0.155122,1
1,2,master,78,0.008135,0.877418,-0.869283,-0.114447,1
1,2,master,79,0.000229,0.935388,-0.935159,-0.064383,1
1,2,master,80,0.001457,0.891766,-0.890309,-0.106777,1
1,2,master,81,0.000639,0.931044,-0.930405,-0.068317,1
1,2,master,82,0.001320,0.977362,-0.976042,-0.021318,1
1,2,master,83,0.037901,0.624957,-0.587056,-0.337143,1
1,2,master,84,0.001266,0.985123,-0.983857,-0.013611,1
1,2,expert,0,0.021455,0.824299,-0.802845,-0.154246,1
1,2,expert,1,0.021118,0.825366,-0.804248,-0.153516,1
1,2,expert,2,0.024165,0.815756,-0.791591,-0.160079,1
1,2,expert,3,0.052610,0.816669,-0.764060,-0.130721,1
1,2,expert,4,0.048641,0.812428,-0.763788,-0.138931,1
1,2,expert,5,0.059745,0.812515,-0.752771,-0.127740,1
1,2,expert,6,0.051556,0.813002,-0.761446,-0.135442,1
1,2,expert,7,0.022459,0.918032,-0.895573,-0.059509,1
1,2,expert,8,0.091298,0.927688,-0.836389,0.018986,1
1,2,expert,9,0.059228,0.840962,-0.781734,-0.099810,1
1,2,expert,10,0.100260,0.944981,-0.844721,0.045241,1
1,2,expert,11,0.018197,0.881769,-0.863572,-0.100035,1
1,2,expert,12,0.019452,0.751703,-0.732252,-0.228845,1
1,2,expert,13,0.019691,0.960918,-0.941228,-0.019391,1
1,2,expert,14,0.025609,0.959801,-0.934192,-0.014590,1
1,2,expert,15,0.015911,0.951909,-0.935998,-0.032179,1
1,2,expert,16,0.113847,0.877051,-0.763204,-0.009102,1
1,2,expert,17,0.100102,0.709919,-0.609818,-0.189979,1
1,2,expert,18,0.062643,0.810371,-0.747728,-0.126986,1
1,2,expert,19,0.061904,0.928044,-0.866140,-0.010052,1
1,2,expert,20,0.060068,0.941021,-0.880953,0.001089,1
1,2,expert,21,0.009182,0.946208,-0.937026,-0.044611,1
1,2,expert,22,0.025211,0.915939,-0.890728,-0.058849,1
1,2,expert,23,0.022274,0.955900,-0.933626,-0.021826,1
1,2,expert,24,0.054492,0.962295,-0.907803,0.016786,1
1,2,expert,25,0.006616,0.971098,-0.964482,-0.022287,1
1,2,expert,26,0.067856,0.923287,-0.855431,-0.008857,1
1,2,expert,27,0.011144,0.989639,-0.978495,0.000783,1
1,2,expert,28,0.067147,0.950948,-0.883801,0.018095,1
1,2,expert,29,0.060837,0.920254,-0.859417,-0.018909,1
1,2,expert,30,0.007361,0.988889,-0.981529,-0.003750,1
1,2,expert,31,0.016574,0.977819,-0.961245,-0.005607,1
1,2,expert,32,0.016422,0.964462,-0.948039,-0.019116,1
1,2,expert,33,0.010510,0.916715,-0.906205,-0.072775,1
1,2,expert,34,0.015033,0.913346,-0.898312,-0.071621,1
1,2,expert,35,0.026601,0.939735,-0.913134,-0.033664,1
1,2,expert,36,0.009937,0.949776,-0.939839,-0.040287,1
1,2,expert,37,0.015449,0.947440,-0.931992,-0.037111,1
1,2,expert,38,0.038940,0.967993,-0.929054,0.006933,1
1,2,expert,39,0.015848,0.950661,-0.934813,-0.033490,1
1,2,expert,40,0.045785,0.939000,-0.893215,-0.015215,1
1,2,expert,41,0.027503,0.965817,-0.938315,-0.006680,1
1,2,expert,42,0.019498,0.972732,-0.953234,-0.007770,1
1,2,expert,43,0.030614,0.969129,-0.938515,-0.000257,1
1,2,expert,44,0.028704,0.946571,-0.917867,-0.024726,1
1,2,expert,45,0.019447,0.967304,-0.947856,-0.013249,1
1,2,expert,46,0.021094,0.906043,-0.884949,-0.072863,1
1,2,expert,47,0.020846,0.921110,-0.900264,-0.058044,1
1,2,expert,48,0.033996,0.966933,-0.932937,0.000928,1
1,2,expert,49,0.012005,0.963681,-0.951676,-0.024315,1
1,2,expert,50,0.022036,0.957121,-0.935085,-0.020843,1
1,2,expert,51,0.050257,0.959937,-0.909680,0.010195,1
1,2,expert,52,0.022913,0.942368,-0.919455,-0.034718,1
1,2,expert,53,0.059101,0.943754,-0.884653,0.002856,1
1,2,expert,54,0.041603,0.944862,-0.903259,-0.013535,1
1,2,expert,55,0.021851,0.969453,-0.947602,-0.008695,1
1,2,expert,56,0.034091,0.963130,-0.929039,-0.002778,1
1,2,expert,57,0.025627,0.928042,-0.902415,-0.046331,1
1,2,expert,58,0.041721,0.942988,-0.901267,-0.015291,1
1,2,expert,59,0.019167,0.976565,-0.957398,-0.004269,1
1,2,expert,60,0.010106,0.950644,-0.940537,-0.039250,1
1,2,expert,61,0.015517,0.250002,-0.234485,-0.734481,1
1,2,expert,62,0.015517,0.250006,-0.234489,-0.734477,1
1,2,expert,63,0.053009,0.934338,-0.881329,-0.012653,1
1,2,expert,64,0.035091,0.968076,-0.932984,0.003167,1
1,2,expert,65,0.005428,0.959717,-0.954289,-0.034854,1
1,2,expert,66,0.017680,0.857663,-0.839983,-0.124657,1
1,2,expert,67,0.011500,0.584372,-0.572873,-0.404128,1
1,2,expert,68,0.006292,0.939897,-0.933605,-0.053811,1
1,2,expert,69,0.005316,0.947028,-0.941711,-0.047656,1
1,2,expert,70,0.004712,0.854077,-0.849365,-0.141211,1
1,2,expert,71,0.083766,0.625557,-0.541792,-0.290677,1
1,2,expert,72,0.056566,0.737218,-0.680652,-0.206216,1
1,2,expert,73,0.018988,0.803861,-0.784873,-0.177151,1
1,2,expert,74,0.013146,0.843699,-0.830552,-0.143155,1
1,2,expert,75,0.010435,0.868393,-0.857958,-0.121172,1
1,2,expert,76,0.015690,0.852545,-0.836855,-0.131764,1
1,2,expert,77,0.083766,0.625557,-0.541792,-0.290677,1
1,2,expert,78,0.056566,0.737218,-0.680652,-0.206216,1
1,2,expert,79,0.018992,0.803725,-0.784733,-0.177283,1
1,2,expert,80,0.013146,0.843699,-0.830552,-0.143155,1
1,2,expert,81,0.010435,0.868392,-0.857957,-0.121173,1
1,2,expert,82,0.015658,0.852756,-0.837098,-0.131586,1
1,2,expert,83,0.020583,0.777348,-0.756765,-0.202069,1
1,2,expert,84,0.158602,0.841563,-0.682962,0.000165,1
2,0,master,0,0.050706,0.874437,-0.823731,-0.074857,1
2,0,master,1,0.050730,0.875059,-0.824329,-0.074211,1
2,0,master,2,0.048230,0.872662,-0.824431,-0.079108,1
2,0,master,3,0.073339,0.795312,-0.721972,-0.131349,1
2,0,master,4,0.073039,0.767962,-0.694923,-0.158999,1
2,0,master,5,0.065075,0.856615,-0.791540,-0.078310,1
2,0,master,6,0.077090,0.804569,-0.727479,-0.118341,1
2,0,master,7,0.003554,0.995815,-0.992262,-0.000631,1
2,0,master,8,0.054197,0.947031,-0.892835,0.001228,1
2,0,master,9,0.004260,0.929708,-0.925448,-0.066032,1
2,0,master,10,0.015665,0.983552,-0.967887,-0.000783,1
2,0,master,11,0.044022,0.831922,-0.787900,-0.124056,1
2,0,master,12,0.002644,0.929719,-0.927075,-0.067637,1
2,0,master,13,0.003861,0.980311,-0.976450,-0.015828,1
2,0,master,14,0.010301,0.990711,-0.980410,0.001012,1
2,0,master,15,0.006662,0.983209,-0.976547,-0.010129,1
2,0,master,16,0.083127,0.889420,-0.806292,-0.027453,1
2,0,master,17,0.044989,0.761998,-0.717010,-0.193013,1
2,0,master,18,0.044828,0.831627,-0.786798,-0.123545,1
2,0,master,19,0.000361,0.987762,-0.987402,-0.011877,1
2,0,master,20,0.049415,0.953934,-0.904518,0.003349,1
2,0,master,21,0.058514,0.970800,-0.912286,0.029314,1
2,0,master,22,0.083441,0.960145,-0.876704,0.043586,1
2,0,master,23,0.014920,0.962654,-0.947733,-0.022426,1
2,0,master,24,0.001111,0.997267,-0.996155,-0.001622,1
2,0,master,25,0.021896,0.981957,-0.960061,0.003853,1
2,0,master,26,0.001165,0.990930,-0.989765,-0.007905,1
2,0,master,27,0.009416,0.977988,-0.968571,-0.012596,1
2,0,master,28,0.038998,0.957110,-0.918113,-0.003892,1
2,0,master,29,0.003252,0.970938,-0.967685,-0.025810,1
2,0,master,30,0.000073,0.982144,-0.982070,-0.017783,1
2,0,master,31,0.007570,0.995146,-0.987575,0.002716,1
2,0,master,32,0.014369,0.881879,-0.867511,-0.103752,1
2,0,master,33,0.021335,0.913132,-0.891797,-0.065532,1
2,0,master,34,0.019750,0.918513,-0.898764,-0.061737,1
2,0,master,35,0.046769,0.973933,-0.927164,0.020703,1
2,0,master,36,0.046915,0.949889,-0.902974,-0.003196,1
2,0,master,37,0.033423,0.946316,-0.912893,-0.020260,1
2,0,master,38,0.044367,0.962990,-0.918623,0.007357,1
2,0,master,39,0.042223,0.949802,-0.907579,-0.007975,1
2,0,master,40,0.031622,0.956160,-0.924538,-0.012219,1
2,0,master,41,0.028475,0.951684,-0.923209,-0.019841,1
2,0,master,42,0.031251,0.937633,-0.906382,-0.031117,1
2,0,master,43,0.055083,0.934436,-0.879353,-0.010480,1
2,0,master,44,0.041277,0.941890,-0.900613,-0.016833,1
2,0,master,45,0.014507,0.836435,-0.821927,-0.149058,1
2,0,master,46,0.019552,0.914977,-0.895425,-0.065472,1
2,0,master,47,0.021379,0.912075,-0.890696,-0.066547,1
2,0,master,48,0.053491,0.957778,-0.904287,0.011270,1
2,0,master,49,0.052461,0.953968,-0.901507,0.006428,1
2,0,master,50,0.031935,0.954223,-0.922288,-0.013842,1
2,0,master,51,0.042530,0.953983,-0.911453,-0.003487,1
2,0,master,52,0.039099,0.951178,-0.912079,-0.009723,1
2,0,master,53,0.033154,0.958849,-0.925696,-0.007997,1
2,0,master,54,0.031968,0.945473,-0.913505,-0.022559,1
2,0,master,55,0.029628,0.942090,-0.912462,-0.028282,1
2,0,master,56,0.059835,0.942313,-0.882479,0.002148,1
2,0,master,57,0.038669,0.943449,-0.904780,-0.017881,1
2,0,master,58,0.100733,0.945416,-0.844683,0.046150,1
2,0,master,59,0.012624,0.938929,-0.926305,-0.048448,1
2,0,master,60,0.006574,0.938326,-0.931752,-0.055100,1
2,0,master,61,0.005725,0.500000,-0.494275,-0.494275,1
2,0,master,62,0.005725,0.500000,-0.494275,-0.494275,1
2,0,master,63,0.001447,0.974307,-0.972860,-0.024246,1
2,0,master,64,0.026879,0.949071,-0.922192,-0.024050,1
2,0,master,65,0.000162,0.953312,-0.953150,-0.046525,1
2,0,master,66,0.000119,0.987321,-0.987202,-0.012560,1
2,0,master,67,0.000438,0.947194,-0.946756,-0.052368,1
2,0,master,68,0.000425,0.986407,-0.985982,-0.013168,1
2,0,master,69,0.000252,0.808105,-0.807853,-0.191642,1
2,0,master,70,0.000981,0.962113,-0.961132,-0.036906,1
2,0,master,71,0.013817,0.720294,-0.706477,-0.265890,1
2,0,master,72,0.000411,0.959523,-0.959113,-0.040066,1
2,0,master,73,0.030794,0.882747,-0.851953,-0.086460,1
2,0,master,74,0.029689,0.904390,-0.874701,-0.065922,1
2,0,master,75,0.018261,0.976612,-0.958351,-0.005126,1
2,0,master,76,0.001945,0.998127,-0.996183,0.000072,1
2,0,master,77,0.013817,0.720294,-0.706477,-0.265890,1
2,0,master,78,0.000410,0.959513,-0.959102,-0.040077,1
2,0,master,79,0.030792,0.882747,-0.851955,-0.086460,1
2,0,master,80,0.029689,0.904390,-0.874701,-0.065922,1
2,0,master,81,0.018276,0.976549,-0.958273,-0.005176,1
2,0,master,82,0.001958,0.997758,-0.995800,-0.000284,1
2,0,master,83,0.087927,0.639858,-0.551931,-0.272216,1
2,0,master,84,0.000258,0.990739,-0.990481,-0.009003,1
2,0,expert,0,0.017841,0.901333,-0.883492,-0.080826,1
2,0,expert,1,0.017518,0.906447,-0.888929,-0.076034,1
2,0,expert,2,0.017974,0.897820,-0.879846,-0.084206,1
2,0,expert,3,0.058679,0.764952,-0.706273,-0.176369,1
2,0,expert,4,0.056954,0.748436,-0.691482,-0.194610,1
2,0,expert,5,0.068809,0.736914,-0.668105,-0.194277,1
2,0,expert,6,0.054298,0.800645,-0.746347,-0.145056,1
2,0,expert,7,0.011334,0.963185,-0.951851,-0.025481,1
2,0,expert,8,0.068286,0.940664,-0.872377,0.008950,1
2,0,expert,9,0.039745,0.896475,-0.856730,-0.063781,1
2,0,expert,10,0.071730,0.946463,-0.874734,0.018193,1
2,0,expert,11,0.022243,0.890136,-0.867893,-0.087621,1
2,0,expert,12,0.022564,0.895029,-0.872465,-0.082407,1
2,0,expert,13,0.042005,0.940494,-0.898489,-0.017501,1
2,0,expert,14,0.034180,0.950369,-0.916189,-0.015452,1
2,0,expert,15,0.028866,0.853454,-0.824588,-0.117679,1
2,0,expert,16,0.122112,0.904847,-0.782735,0.026958,1
2,0,expert,17,0.114630,0.728354,-0.613725,-0.157016,1
2,0,expert,18,0.114607,0.794312,-0.679705,-0.091080,1
2,0,expert,19,0.067047,0.931765,-0.864718,-0.001188,1
2,0,expert,20,0.094582,0.893449,-0.798867,-0.011969,1
2,0,expert,21,0.004783,0.965419,-0.960635,-0.029798,1
2,0,expert,22,0.021640,0.974558,-0.952918,-0.003802,1
2,0,expert,23,0.000892,0.950006,-0.949113,-0.049102,1
2,0,expert,24,0.043527,0.956415,-0.912889,-0.000058,1
2,0,expert,25,0.012405,0.973724,-0.961319,-0.013871,1
2,0,expert,26,0.027382,0.952781,-0.925399,-0.019837,1
2,0,expert,27,0.017091,0.984852,-0.967761,0.001943,1
2,0,expert,28,0.036170,0.934167,-0.897997,-0.029663,1
2,0,expert,29,0.044381,0.931444,-0.887063,-0.024176,1
2,0,expert,30,0.049605,0.960725,-0.911120,0.010330,1
2,0,expert,31,0.012715,0.965341,-0.952626,-0.021944,1
2,0,expert,32,0.004349,0.675110,-0.670761,-0.320542,1
2,0,expert,33,0.000458,0.899279,-0.898821,-0.100263,1
2,0,expert,34,0.012497,0.752676,-0.740179,-0.234826,1
2,0,expert,35,0.009040,0.950984,-0.941944,-0.039976,1
2,0,expert,36,0.013132,0.941633,-0.928500,-0.045235,1
2,0,expert,37,0.030339,0.923794,-0.893455,-0.045867,1
2,0,expert,38,0.008908,0.899217,-0.890310,-0.091875,1
2,0,expert,39,0.008769,0.943615,-0.934845,-0.047616,1
2,0,expert,40,0.011452,0.915462,-0.904010,-0.073087,1
2,0,expert,41,0.015640,0.905618,-0.889978,-0.078742,1
2,0,expert,42,0.004335,0.904762,-0.900428,-0.090903,1
2,0,expert,43,0.005787,0.887404,-0.881617,-0.106809,1
2,0,expert,44,0.022345,0.960460,-0.938115,-0.017195,1
2,0,expert,45,0.004644,0.645671,-0.641027,-0.349685,1
2,0,expert,46,0.000977,0.883812,-0.882836,-0.115211,1
2,0,expert,47,0.018444,0.759554,-0.741109,-0.222002,1
2,0,expert,48,0.009402,0.946851,-0.937448,-0.043747,1
2,0,expert,49,0.019820,0.955498,-0.935678,-0.024682,1
2,0,expert,50,0.037728,0.920025,-0.882297,-0.042247,1
2,0,expert,51,0.013129,0.894963,-0.881834,-0.091908,1
2,0,expert,52,0.017001,0.945446,-0.928445,-0.037553,1
2,0,expert,53,0.017568,0.910480,-0.892913,-0.071952,1
2,0,expert,54,0.021731,0.901010,-0.879278,-0.077259,1
2,0,expert,55,0.010680,0.904912,-0.894231,-0.084408,1
2,0,expert,56,0.009317,0.914444,-0.905127,-0.076239,1
2,0,expert,57,0.033377,0.925070,-0.891692,-0.041553,1
2,0,expert,58,0.068391,0.909685,-0.841294,-0.021924,1
2,0,expert,59,0.033587,0.878711,-0.845124,-0.087702,1
2,0,expert,60,0.001385,0.848057,-0.846672,-0.150558,1
2,0,expert,61,0.018720,0.497420,-0.478700,-0.483860,1
2,0,expert,62,0.018720,0.497436,-0.478716,-0.483844,1
2,0,expert,63,0.084342,0.934802,-0.850460,0.019143,1
2,0,expert,64,0.023782,0.939369,-0.915587,-0.036848,1
2,0,expert,65,0.000881,0.986525,-0.985644,-0.012594,1
2,0,expert,66,0.028968,0.824216,-0.795248,-0.146817,1
2,0,expert,67,0.005073,0.840790,-0.835717,-0.154137,1
2,0,expert,68,0.008852,0.993093,-0.984240,0.001945,1
2,0,expert,69,0.016250,0.907476,-0.891226,-0.076274,1
2,0,expert,70,0.008592,0.933945,-0.925353,-0.057463,1
2,0,expert,71,0.060204,0.629354,-0.569149,-0.310442,1
2,0,expert,72,0.040464,0.818286,-0.777822,-0.141251,1
2,0,expert,73,0.002711,0.956635,-0.953925,-0.040654,1
2,0,expert,74,0.005666,0.956401,-0.950734,-0.037933,1
2,0,expert,75,0.005614,0.957482,-0.951868,-0.036904,1
2,0,expert,76,0.020103,0.943765,-0.923662,-0.036131,1
2,0,expert,77,0.060204,0.629354,-0.569149,-0.310442,1
2,0,expert,78,0.040463,0.818272,-0.777809,-0.141265,1
2,0,expert,79,0.002710,0.956637,-0.953927,-0.040654,1
2,0,expert,80,0.005666,0.956401,-0.950735,-0.037933,1
2,0,expert,81,0.005610,0.957484,-0.951874,-0.036906,1
2,0,expert,82,0.020084,0.944273,-0.924189,-0.035644,1
2,0,expert,83,0.021052,0.847744,-0.826692,-0.131204,1
2,0,expert,84,0.143239,0.867494,-0.724255,0.010733,1
2,1,master,0,0.060950,0.868393,-0.807443,-0.070657,1
2,1,master,1,0.061735,0.866660,-0.804924,-0.071605,1
2,1,master,2,0.056565,0.862753,-0.806188,-0.080682,1
2,1,master,3,0.019527,0.974988,-0.955461,-0.005486,1
2,1,master,4,0.018702,0.969315,-0.950613,-0.011983,1
2,1,master,5,0.012408,0.909778,-0.897371,-0.077814,1
2,1,master,6,0.013955,0.950821,-0.936867,-0.035224,1
2,1,master,7,0.001288,0.992042,-0.990754,-0.006669,1
2,1,master,8,0.058784,0.914377,-0.855593,-0.026839,1
2,1,master,9,0.005056,0.884801,-0.879744,-0.110143,1
2,1,master,10,0.006063,0.997359,-0.991296,0.003422,1
2,1,master,11,0.009225,0.885982,-0.876756,-0.104793,1
2,1,master,12,0.004216,0.956655,-0.952439,-0.039129,1
2,1,master,13,0.009924,0.994717,-0.984793,0.004642,1
2,1,master,14,0.019378,0.977921,-0.958543,-0.002702,1
2,1,master,15,0.024337,0.987000,-0.962664,0.011337,1
2,1,master,16,0.001163,0.957019,-0.955856,-0.041817,1
2,1,master,17,0.000205,0.974772,-0.974567,-0.025023,1
2,1,master,18,0.000626,0.997658,-0.997032,-0.001716,1
2,1,master,19,0.001769,0.987381,-0.985612,-0.010850,1
2,1,master,20,0.002508,0.992336,-0.989827,-0.005156,1
2,1,master,21,0.020972,0.989039,-0.968067,0.010011,1
2,1,master,22,0.003127,0.989661,-0.986533,-0.007212,1
2,1,master,23,0.009864,0.965623,-0.955760,-0.024513,1
2,1,master,24,0.000716,0.968336,-0.967620,-0.030947,1
2,1,master,25,0.045202,0.945570,-0.900368,-0.009228,1
2,1,master,26,0.001937,0.980529,-0.978593,-0.017534,1
2,1,master,27,0.007502,0.975154,-0.967652,-0.017344,1
2,1,master,28,0.049481,0.973491,-0.924010,0.022972,1
2,1,master,29,0.012483,0.992983,-0.980501,0.005466,1
2,1,master,30,0.000002,0.994145,-0.994143,-0.005853,1
2,1,master,31,0.001657,0.993437,-0.991780,-0.004905,1
2,1,master,32,0.015659,0.928738,-0.913079,-0.055604,1
2,1,master,33,0.024685,0.891891,-0.867205,-0.083424,1
2,1,master,34,0.032161,0.930209,-0.898048,-0.037631,1
2,1,master,35,0.035105,0.955013,-0.919907,-0.009882,1
2,1,master,36,0.046091,0.948333,-0.902242,-0.005577,1
2,1,master,37,0.051690,0.937762,-0.886072,-0.010548,1
2,1,master,38,0.035434,0.963616,-0.928181,-0.000950,1
2,1,master,39,0.041903,0.954182,-0.912279,-0.003915,1
2,1,master,40,0.031844,0.968617,-0.936773,0.000461,1
2,1,master,41,0.059002,0.949699,-0.890697,0.008702,1
2,1,master,42,0.034072,0.958945,-0.924873,-0.006984,1
2,1,master,43,0.033225,0.942872,-0.909647,-0.023902,1
2,1,master,44,0.035612,0.950354,-0.914742,-0.014034,1
2,1,master,45,0.017878,0.918731,-0.900854,-0.063391,1
2,1,master,46,0.024050,0.893743,-0.869693,-0.082208,1
2,1,master,47,0.034025,0.938138,-0.904114,-0.027837,1
2,1,master,48,0.034941,0.944629,-0.909688,-0.020430,1
2,1,master,49,0.046569,0.948840,-0.902271,-0.004591,1
2,1,master,50,0.052863,0.942061,-0.889198,-0.005076,1
2,1,master,51,0.040710,0.956476,-0.915766,-0.002814,1
2,1,master,52,0.038637,0.953992,-0.915355,-0.007370,1
2,1,master,53,0.029602,0.969201,-0.939599,-0.001198,1
2,1,master,54,0.058121,0.949049,-0.890928,0.007171,1
2,1,master,55,0.029529,0.962255,-0.932727,-0.008216,1
2,1,master,56,0.030560,0.943415,-0.912855,-0.026026,1
2,1,master,57,0.029695,0.959655,-0.929961,-0.010650,1
2,1,master,58,0.044969,0.971268,-0.926299,0.016237,1
2,1,master,59,0.000641,0.953497,-0.952856,-0.045862,1
2,1,master,60,0.009367,0.935258,-0.925891,-0.055375,1
2,1,master,61,0.001904,0.500040,-0.498136,-0.498056,1
2,1,master,62,0.001904,0.500000,-0.498096,-0.498096,1
2,1,master,63,0.002977,0.983027,-0.980050,-0.013996,1
2,1,master,64,0.000129,0.992913,-0.992784,-0.006958,1
2,1,master,65,0.000750,0.936512,-0.935762,-0.062738,1
2,1,master,66,0.001459,0.845620,-0.844161,-0.152921,1
2,1,master,67,0.000263,0.945904,-0.945641,-0.053833,1
2,1,master,68,0.001841,0.982960,-0.981118,-0.015199,1
2,1,master,69,0.001129,0.985624,-0.984495,-0.013247,1
2,1,master,70,0.000077,0.997329,-0.997252,-0.002594,1
2,1,master,71,0.002623,0.761045,-0.758422,-0.236333,1
2,1,master,72,0.000454,0.930290,-0.929837,-0.069256,1
2,1,master,73,0.002974,0.863670,-0.860696,-0.133356,1
2,1,master,74,0.000738,0.898942,-0.898204,-0.100321,1
2,1,master,75,0.000101,0.884425,-0.884324,-0.115474,1
2,1,master,76,0.000001,0.951764,-0.951763,-0.048235,1
2,1,master,77,0.002623,0.761045,-0.758422,-0.236333,1
2,1,master,78,0.000454,0.930208,-0.929754,-0.069338,1
2,1,master,79,0.002973,0.863674,-0.860701,-0.133353,1
2,1,master,80,0.000738,0.898893,-0.898155,-0.100369,1
2,1,master,81,0.000101,0.884426,-0.884325,-0.115473,1
2,1,master,82,0.000001,0.951764,-0.951763,-0.048235,1
2,1,master,83,0.087927,0.639858,-0.551931,-0.272216,1
2,1,master,84,0.000258,0.990739,-0.990481,-0.009003,1
2,1,expert,0,0.029054,0.913519,-0.884465,-0.057427,1
2,1,expert,1,0.028877,0.912570,-0.883693,-0.058554,1
2,1,expert,2,0.024965,0.905465,-0.880500,-0.069570,1
2,1,expert,3,0.064025,0.862418,-0.798393,-0.073557,1
2,1,expert,4,0.064655,0.851980,-0.787325,-0.083365,1
2,1,expert,5,0.074504,0.828025,-0.753520,-0.097471,1
2,1,expert,6,0.055946,0.893460,-0.837513,-0.050594,1
2,1,expert,7,0.022695,0.871201,-0.848505,-0.106104,1
2,1,expert,8,0.070347,0.931938,-0.861590,0.002285,1
2,1,expert,9,0.059552,0.775648,-0.716096,-0.164801,1
2,1,expert,10,0.046708,0.936700,-0.889992,-0.016593,1
2,1,expert,11,0.016287,0.756315,-0.740028,-0.227398,1
2,1,expert,12,0.029696,0.786171,-0.756475,-0.184133,1
2,1,expert,13,0.005668,0.900313,-0.894645,-0.094019,1
2,1,expert,14,0.022875,0.929525,-0.906650,-0.047599,1
